"Id","Title","Excerpt","Description","Synonyms","Variations","Categories"
"","Sabrina Glevissig","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/sabrina_glevissig.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Sabrina Glevissig</strong>

<em>Human, Mage</em>

<span class=""keyword spying"">Spying</span>. 
<span class=""keyword deathwish"">Deathwish</span>: Damage all units on this row by 2.
","","","gwent_card"
"","Dethmold","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dethmold.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Dethmold</strong>

<em>Human, Mage</em>

<span class=""keyword deploy"">Deploy</span>: Boost all allied Mages by 1.
","","","gwent_card"
"","Prince Stennis","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/prince_stennis.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Prince Stennis</strong>

<em>Human, Knight</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Boost an allied unit by 4.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Boost 4 allied units by 1.
","","","gwent_card"
"","Trollololo","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/trollololo.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Trollololo</strong>

<em>Ogroid, Soldier</em>

<span class=""keyword zeal"">Zeal</span>.
<span class=""keyword order"">Order</span>: Lose all <span class=""keyword armor"">Armor</span> and boost self by that amount.
<span class=""keyword resupply"">Resupply</span>: Gain 2 <span class=""keyword armor"">Armor</span>.
","","","gwent_card"
"","Princess Pavetta","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/princess_pavetta.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Princess Pavetta</strong>

<em>Human</em>

<span class=""keyword deploy"">Deploy</span>: Shuffle a bronze unit and all copies of it from your graveyard into your deck.
","Pavetta","","gwent_card"
"","Margarita Laux-Antille","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/margarita_lauxantille.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Margarita Laux-Antille</strong>

<em>Human, Mage</em>

<span class=""keyword zeal"">Zeal</span>.
<span class=""keyword order"">Order</span>: <span class=""keyword lock"">Lock</span> an enemy unit.
","","","gwent_card"
"","Nenneke","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/nenneke.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Nenneke</strong>

<em>Human</em>

<span class=""keyword zeal"">Zeal</span>.
<span class=""keyword order"">Order</span> (<span class=""keyword ranged"">Ranged</span>): Boost a unit by 1. 
<span class=""keyword charge"">Charge</span>: 4.
","","","gwent_card"
"","Odrin","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/odrin.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Odrin</strong>

<em>Human, Soldier</em>

<span class=""keyword resupply"">Resupply</span>: Boost self by 1.
<span class=""keyword inspired"">Inspired</span>: Boost self by 2 instead.
","","","gwent_card"
"","Kaedweni Sergeant","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/kaedweni_sergeant.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Kaedweni Sergeant</strong>

<em>Human, Soldier</em>

<span class=""keyword zeal"">Zeal</span>.
<span class=""keyword order"">Order</span>: Boost an allied unit by 1. 
<span class=""keyword charge"">Charge</span>: 2.
","","","gwent_card"
"","Carlo Varese","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/carlo_varese.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Carlo Varese</strong>

<em>Dwarf, Bandit</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Damage an enemy unit by 1 for each card in your hand.
","Carlo","","gwent_card"
"","Ballista","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/ballista.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Ballista</strong>

<em>Machine, Siege Engine</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 1. 
<span class=""keyword order"">Order</span>: Damage an enemy unit by 2.
","","","gwent_card"
"","Reinforced Ballista","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/reinforced_ballista.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Reinforced Ballista</strong>

<em>Machine, Siege Engine</em>

<span class=""keyword formation"">Formation</span>.
<span class=""keyword order"">Order</span>: Damage a unit by 1.
<span class=""keyword charge"">Charge</span>: 1.
<span class=""keyword resupply"">Resupply</span>: Gain 1 <span class=""keyword charge"">Charge</span>.
","","","gwent_card"
"","Bombardment","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/bombardment.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Bombardment</strong>

<em>Warfare</em>

Split 4 damage randomly between all enemy units. Increase the damage by 1 for each Siege Engine you control.
","","","gwent_card"
"","Siege Tower","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/siege_tower.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Siege Tower</strong>

<em>Machine, Siege Engine</em>

<span class=""keyword deploy"">Deploy</span>: Gain <span class=""keyword vitality"">Vitality</span> for 3 turns.
<span class=""keyword crew"">Crew</span>: Boost self by 3 instead.
","","","gwent_card"
"","Redanian Knight","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/redanian_knight.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Redanian Knight</strong>

<em>Human, Soldier, Knight</em>

<span class=""keyword barricade"">Barricade</span> (<span class=""keyword ranged"">Ranged</span>): At the end of every allied turn, boost self by 1.
<span class=""keyword exposed"">Exposed</span>: Move self to the melee row, then damage the strongest enemy unit by 2.
","","","gwent_card"
"","Siege Support","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/siege_support.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Siege Support</strong>

<em>Human, Soldier</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Give 1 <span class=""keyword charge"">Charge</span> to an allied unit.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Boost an allied unit by 1.
<span class=""keyword order"">Order</span>: Give an allied unit <span class=""keyword zeal"">Zeal</span>.
","","","gwent_card"
"","Blue Stripes Scout","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/blue_stripes_scout.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Blue Stripes Scout</strong>

<em>Human, Soldier</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): <span class=""keyword spawn"">Spawn</span> a copy of a bronze allied unit at the bottom of your deck.
","","","gwent_card"
"","Blue Stripes Commando","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/blue_stripes_commando.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Blue Stripes Commando</strong>

<em>Human, Soldier</em>

<span class=""keyword order"">Order</span>: <span class=""keyword summon"">Summon</span> all copies of this unit from your deck to this row.
","Commando","","gwent_card"
"","Field Medic","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/field_medic.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Field Medic</strong>

<em>Human</em>

<span class=""keyword deploy"">Deploy</span>: Boost adjacent units by 2.
","","","gwent_card"
"","Dun Banner","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dun_banner.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Dun Banner</strong>

<em>Human, Soldier</em>

Whenever Dun Banner receives a boost, <span class=""keyword summon"">Summon</span> all copies of it from your deck to this row.
","","","gwent_card"
"","Kaedweni Cavalry","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/kaedweni_cavalry.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Kaedweni Cavalry</strong>

<em>Human, Knight</em>

<span class=""keyword shield"">Shield</span>.
Whenever this unit loses its <span class=""keyword shield"">Shield</span>, boost self by 2.
","","","gwent_card"
"","Reinforced Trebuchet","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/reinforced_trebuchet.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Reinforced Trebuchet</strong>

<em>Machine, Siege Engine</em>

<span class=""keyword ranged"">Ranged</span>: At the end of your turn, damage a random enemy unit on <span class=""keyword ranged"">Ranged</span> row by 1.
","Trebuchet","","gwent_card"
"","Temerian Infantry","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/temerian_infantry.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Temerian Infantry</strong>

<em>Human, Soldier</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 1 for each boosted unit in this row.
","","","gwent_card"
"","Redanian Elite","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/redanian_elite.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Redanian Elite</strong>

<em>Human, Soldier</em>

<span class=""keyword deploy"">Deploy</span>: Boost self by 6.
<span class=""keyword exposed"">Exposed</span>: <span class=""keyword reset"">Reset</span> self.
","","","gwent_card"
"","Siege Master","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/siege_master.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Siege Master</strong>

<em>Human, Soldier</em>

<span class=""keyword deploy"">Deploy</span>: Boost an allied unit by 2.
<span class=""keyword resupply"">Resupply</span>: Boost adjacent Siege Engines by 1.
","","","gwent_card"
"","Botchling","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/botchling.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Botchling</strong>

<em>Cursed</em>

Every allied turn, on turn end, damage the highest enemy unit by 1. 
<span class=""keyword order"">Order</span>: Transform into Lubberkin.
","","","gwent_card"
"","Lubberkin","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/lubberkin.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Lubberkin</strong>

<em>Cursed</em>

Every allied turn, on turn end, boost the lowest allied unit by 1. 
<span class=""keyword order"">Order</span>: Transform into Botchling.
","","","gwent_card"
"","Vicovaro Novice","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/vicovaro_novice.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Vicovaro Novice</strong>

<em>Human, Mage</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Draw a card, then place a card from your hand at the top of your deck.
","","","gwent_card"
"","Reinforcements","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/reinforcements.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Reinforcements</strong>

<em>Warfare</em>

<span class=""keyword spawn"">Spawn</span> and play a base copy of a bronze allied unit.
","","","gwent_card"
"","Carapace","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/carapace.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Carapace</strong>

<em>Leader</em>

<span class=""keyword order"">Order</span>: Boost an allied unit by 3 and give it a <span class=""keyword shield"">Shield</span>. <span class=""keyword charge"">Charge</span>: 2.

This ability adds 16 provisions to your deck's provisions limit.
","","","gwent_card"
"","Ge'els","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/geels.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Ge'els</strong>

<em>Wild Hunt</em>

<span class=""keyword ranged"">Ranged</span>: Whenever you play a unit with <span class=""keyword deathwish"">Deathwish</span>, trigger its <span class=""keyword deathwish"">Deathwish</span> ability.
","Geels","","gwent_card"
"","Draug","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/draug.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Draug</strong>

<em>Specter, Cursed, Knight</em>

<span class=""keyword deploy"">Deploy</span>: Transform all allied Human units in this row into Kaedweni Revenants, without changing their power.
","","","gwent_card"
"","Imlerith's Wrath","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/imleriths_wrath.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Imlerith's Wrath</strong>

<em></em>

Damage an enemy unit by the power of your highest allied unit.
If you control Imlerith, destroy an enemy unit instead.
","Imleriths Wrath","","gwent_card"
